Unnamed: 0,Emotion,Text,Clean_Text
18788,sadness,I was so excited when I saw jason sudeikis made a twitter  #fuckyouimposter,excited saw jason sudeikis twitter #fuckyouimposter
18802,sadness, Rather . I'm afraid I didn't do very well . , Im afraid 
18810,sadness,"Ahhhh! I missed you AGAIN! :( I'm going to have to move to Australia, aren't I. I miss you soooo much! @DionneLister",Ahhhh missed AGAIN :( Im going Australia I miss soooo much  
18813,sadness,So I have to say bye to 2 people I really care about all in one day:(& ,bye 2 people care day:(
18818,sadness,I got iOffered a $40k scholarship to study math in undergrad...and i turned it down...,got iOffered $40k scholarship study math undergradand turned down
18821,sadness,When people pass on to a new  there are two emotions that are felt.  and #Happiness.  For they are gone but in a better place,people pass new emotions felt #Happiness gone better place
18825,sadness,I feel like a failure at twitter not sure if I even did that right...,feel like failure twitter sure right
18839,sadness,@jmheberling  no tweets lately...very unusual...some would call you a tweet-a-holic  #hopeyoudidntdie,  tweets latelyvery unusualsome tweetaholic #hopeyoudidntdie
18842,sadness,When my first boyfriend left me. I tried not to let him understand I felt miserable.,boyfriend left me tried let understand felt miserable
18851,sadness,"5 story beautiful freeeeaking townhouses in southend boston.. Be mine. I need to be married into this family, not billy ",5 story beautiful freeeeaking townhouses southend boston mine need married family billy
18856,sadness,When out of work.,work
18860,sadness,When I heard the news of the death of my father.  It was in the evening and I was alone all night in my room trying to remember the face of my father.,heard news death father evening night room trying remember face father
18865,sadness, My mistake . ,mistake 
18873,sadness, Sorry . I didn't know . ,Sorry  know 
18880,sadness,My Friday Night Watching Zombie Movies :(,Friday Night Watching Zombie Movies :(
18881,sadness,commercial for the mac miller concert on the radio ,commercial mac miller concert radio
18882,sadness,@miklustic physics was the death of my first year. ,  physics death year
18884,sadness,People party like it's a religion -____- ,People party like religion 
18887,sadness,Can't believe that we have to go back to school tomorrow.... #ruinseverything,Cant believe school tomorrow #ruinseverything
18888,sadness,It showed some women in a northern English town at the turn of the century ; they were standing under an advertisement for Mazawattee tea and seemed depressed . ,showed women northern English town turn century  standing advertisement Mazawattee tea depressed 
18889,sadness,When I received a letter telling me that my mother was very ill.,received letter telling mother ill
18891,sadness," Oh dear , we will miss our train . ",Oh dear  miss train 
18897,sadness,Why must people lie about getting me food? ,people lie getting food
18900,sadness,"As you would expect , she was overcome with grief . "" ",expect  overcome grief  
18904,sadness,"Man, these Indian rappers from Brampton are almost as bad as the black ones. ",Man Indian rappers Brampton bad black ones
18907,sadness,@oh_hey_shay I can't wait to see you tonight!!!! oh wait. you're not coming home til tomorrow :( ,  cant wait tonight oh wait coming home til tomorrow :(
18912,sadness,"We are always sad when a young international athlete finds himself in this situation . "" ",sad young international athlete finds situation  
18921,sadness, Wait a minute . I am really sorry but I can't find it now . ,Wait minute  sorry cant find 
18935,sadness,On this occasion City accepted with relish the chances which came their way and inflicted serious psychological damage on their dejected opponents . ,occasion City accepted relish chances came way inflicted psychological damage dejected opponents 
18939,sadness,"When I applied for the college entrance examination to FUVEST, and I wasn't approved in the second fase.",applied college entrance examination FUVEST approved second fase
18944,sadness,So jealous of the kids seeing tonight alive tmmrrw #havefun,jealous kids seeing tonight alive tmmrrw #havefun
18949,sadness,"Sitting in a bus, I heard behind, the voice of a girl I was friendly with. After her talking for some time with another girl I decided it wasn't her in fact that someone miming her, which it was when I finally looked. I was talking to a friend at the time.",Sitting bus heard behind voice girl friendly with talking time girl decided fact miming her finally looked talking friend time
18969,sadness,I missed  last night for the first time since the show aired. ,missed night time aired
18979,sadness,I hope some people are happy with there lives. They really arnt going far :/ ,hope people happy lives arnt going far :/
18980,sadness,There are periods when we feel totally inconsolable . ,periods feel totally inconsolable 
18984,sadness,I need more sleep and @LisaMBregman is being a meanie today! ,need sleep   meanie today
18992,sadness, eighth grade red team memories... ,eighth grade red team memories
18999,sadness,Every sports team I cheer for kicks me straight in the sack. ,sports team cheer kicks straight sack
19002,sadness,"One unnamed area was criticised after it appeared to have industrial dereliction and sad , downcast people . ",unnamed area criticised appeared industrial dereliction sad  downcast people 
19005,sadness,Depressing end to the day :( ,Depressing end day :(
19011,sadness,Lets give it another half an hour more ): ):,Lets half hour ): ):
19012,sadness,babies dead from aids josh need laids sum1 sleep with him n maybe u get paids @fanzoid321 #sleepwithjosh @fanzinator check my flow,babies dead aids josh need laids sum1 sleep n maybe u paids   #sleepwithjosh   check flow
19016,sadness,It was last September when I felt very sad. It was when I heard that I was not selected to study in the University of Malawi.,September felt sad heard selected study University Malawi
19021,sadness,True story: I have never seen Ohio State beat Michigan. I am like a curse on all sports franchises. ,True story: seen Ohio State beat Michigan like curse sports franchises
19025,sadness,Currently wishing I was at the Taylor Swift concert at MSG tonight. Havn't been to a concert in a while. ,Currently wishing Taylor Swift concert MSG tonight Havnt concert while
19028,sadness,Sitting at LAX crying! Miss Cali and my bookie already!..,Sitting LAX crying Miss Cali bookie already
19034,sadness, The supply outstrips the demand in the job market and women are in a disadvantageous position as a whole . ,supply outstrips demand job market women disadvantageous position 
19041,sadness,"Mo' Money, Mo' Problems ",Mo Money Mo Problems
19055,sadness,Nothing breaks my heart more than a sick baby ,breaks heart sick baby
19062,sadness,"My mother kicked my surrogate father out and he in turn did not care for the dog, Afthur, he bought for the family. His lack of concern lead tho Arthur's death on the freeway. I loved Arthur like a brother. He was easy to talk to.",mother kicked surrogate father turn care dog Afthur bought family lack concern lead tho Arthurs death freeway loved Arthur like brother easy talk to
19065,sadness,"When my wife died in hospital, she was pregnant and had undergone an operation.",wife died hospital pregnant undergone operation
19067,sadness,This issue worried me rather than saddening me.  In mid September I went to Guanggho alone.  I was looking for an accomodation in the evening and after having walked 2 or 3 miles I still could not find anything.  What could I do?  I was not worried about sleeping on the streets but because of some procedural problems.  I finally found a place to sleep at 8 o'clock.,issue worried saddening me mid September went Guanggho alone looking accomodation evening walked 2 3 miles find anything do worried sleeping streets procedural problems finally found place sleep 8 oclock
19070,sadness,I understand all those movies and songs about your heart and head being conflicted. I did not know it was possible to be this sad.,understand movies songs heart head conflicted know possible sad
19072,sadness,Now I can't sleep because I'm excited for school....  ,cant sleep Im excited school
19073,sadness,@goddessyan half a dem neva hav sunday dinner 2come home 2 ,  half dem neva hav sunday dinner 2come home 2
19075,sadness,LOOOOL! RT @funnyorfact: Remove all the vowels from 'female' and you're left with FML.,LOOOOL RT   Remove vowels female left FML
19078,sadness,One kill away from an ac130 I die then get fuckin spawnkilled by my teammates care package #bullshit,kill away ac130 die fuckin spawnkilled teammates care package #bullshit
19093,sadness,I don't wanna goo to school :'( !!! #hateschool #hatelife,wanna goo school :(  #hateschool #hatelife
19098,sadness,"When my boyfriend was changing his behavior there was something wrong, I felt sad, because it's desagreable when a relationship is ending.",boyfriend changing behavior wrong felt sad desagreable relationship ending
19108,sadness,Ouch ! I just bit my tongue . ,Ouch  bit tongue 
19112,sadness,Happy birthday  .... what would the world be like if  were still rocking it ,Happy birthday  world like rocking
19120,sadness,"Algunos HDP ya vieron el trailer de The Hobbit y yo acá, en mi casa, sin nada que ver, ni siquiera The Walking Dead... ",Algunos HDP ya vieron el trailer de Hobbit yo acá en mi casa sin nada que ver ni siquiera Walking Dead
19121,sadness,Usually south park can get me laughing but not today ,Usually south park laughing today
19126,sadness,Wenner would fly in to issue instructions to an increasingly disconsolate staff and Jagger would pay the bills . ,Wenner fly issue instructions increasingly disconsolate staff Jagger pay bills 
19128,sadness,Lolz il a des gens qui on pas de vie ,Lolz il des gens qui pas de vie
19130,sadness,I want to do a cover of 'Mirror' but I need to find a rapper LMAO. ,want cover Mirror need find rapper LMAO
19132,sadness,XMAS BREAK: WHY U NO COME FASTER?! #frustration,XMAS BREAK: U COME FASTER #frustration
19140,sadness,S/O to @aausbrook93 my favorite friend in the whole wide world!! :))) But she doesn't talk to me enough and we never hang out! :((( ,S/O   favorite friend wide world :))) talk hang out :(((
19143,sadness,Just finished my last episode of Glee on Netflix #LoserLikeMe,finished episode Glee Netflix #LoserLikeMe
19152,sadness,"@SteelCityKnight Today is December, sir. And it's cold. ",  Today December sir cold
19153,sadness,I'm woundering y in the world is 25 days of christmas startin so early?! its gonna end on the 15th! wtf? ,Im woundering world 25 days christmas startin early gonna end 15th wtf
19154,sadness,Man I really want some olive garden wish my hubby was home to take me :( ,Man want olive garden wish hubby home :(
19158,sadness,My younger brother and sister were involved in an accident on their way back from school and my brother was quite badly hurt.,younger brother sister involved accident way school brother badly hurt
19159,sadness,I actually teared up at the Memorial! So many people had such strong hopes for him to turn his life around... #ifonly #deathissad,actually teared Memorial people strong hopes turn life around #ifonly #deathissad
19161,sadness, I feel the same way . ,feel way 
19163,sadness,@droid_life reading the  volume big comments....looks like a civil war is about to break out ..#ics #android,  reading volume big commentslooks like civil war break #ics #android
19187,sadness,“@RogerClark41: This just in: The Mets have traded Shake Shack and Blue Smoke for a Bob Evans and a restaurant to be named later...”,“  in: Mets traded Shake Shack Blue Smoke Bob Evans restaurant named later”
19188,sadness,Ughhhhh I have to cut my hair for basic and it has to be above my collar....soon to be  ); ,Ughhhhh cut hair basic collarsoon )
19189,sadness,When has it become acceptable to skip gym class for work? ,acceptable skip gym class work
19192,sadness,"Scorning the establishment , they left homes and heartbroken parents . ",Scorning establishment  left homes heartbroken parents 
19208,sadness,I'm afraid I can't go to the pictures with you tomorrow . ,Im afraid cant pictures tomorrow 
19211,sadness,"Psalm 5:2 Hear my cry for help, my King and my God, for to you I pray. #God #faith #Jesus #YouDeserveBetter",Psalm 5:2 Hear cry help King God pray #God #faith #Jesus #YouDeserveBetter
19213,sadness,When I am at home alone.,home alone
19214,sadness,"At a lack of love of my father for my mum, sadness for him more than anyone else because he does not realise how much love and happiness there could be between them, and is, and how much he is damaging himself apart from mum.",lack love father mum sadness realise love happiness them is damaging apart mum
19217,sadness,A certain person whom I respect and esteem a lot pays me no attention.  She keeps up appearances but shows almost no interest in me.,certain person respect esteem lot pays attention keeps appearances shows interest me
19219,sadness,"In May 18th, 1984 my boyfriend went to the U.S.A. In December I was told he passed away. He had cancer of the Oesophagus.",18th 1984 boyfriend went USA December told passed away cancer Oesophagus
19223,sadness,"My sweetheart left me, or rather we decided to break it off by mutual consent.  The consequences were - unrestrained weeping, feelings of loneliness, hopelessness and disconsolation.  I felt that I should find a friend, to talk to joyfully and to forget.",sweetheart left me decided break mutual consent consequences  unrestrained weeping feelings loneliness hopelessness disconsolation felt find friend talk joyfully forget
19224,sadness, My mother just passed away last Tuesday . ,mother passed away Tuesday 
19233,sadness,She in turn had been drawn to him at the time when she was miserable about Jean-Pierre . ,turn drawn time miserable JeanPierre 
19235,sadness,Okay so now Russia seems to be the new nation to be going thru the whole kicking out the ruling party drama  ,Okay Russia new nation going kicking ruling party drama
19236,sadness, But she did and made me disappointed . ,disappointed 
19237,sadness,One day I came across a certain boy who was intruding my friendship as lovers with my girlfriend and I was very sad because I didn't expect that girl to disappoint me I regarded her as being very faithful.,day came certain boy intruding friendship lovers girlfriend sad expect girl disappoint regarded faithful
19240,sadness,Other people 's sorrows on the whole weigh lightly on our shoulders : a merciful provision . ,people s sorrows weigh lightly shoulders : merciful provision 
19241,sadness,Billboard on the way home makes 3 apps I've made that I've seen advertised in the real world—easily my worst 3. ,Billboard way home makes 3 apps Ive Ive seen advertised real world—easily worst 3
19243,sadness,When another person's mother died.,persons mother died
19246,sadness,No lie:  pizza box actually has a reminder for people to tip their delivery guy. ,lie: pizza box actually reminder people tip delivery guy
19250,sadness,Mrs. Kelli's no longer exists! It's now called Fleet Street Irish Pub and apparently is really nice with great food.  ,Mrs Kellis longer exists called Fleet Street Irish Pub apparently nice great food
19275,sadness,"Then they walked away , humbled and dejected . ",walked away  humbled dejected 
19277,sadness,"At first I could not understand -- but then when she had , whispering , explained properly , I was filled with a desolate , despairing horror . ",understand   whispering  explained properly  filled desolate  despairing horror 
19288,sadness,Forgot to get the fresh fruit torte from wuollet's for Thanksgiving. ,Forgot fresh fruit torte wuollets Thanksgiving
19289,sadness,Bae gone have a tough day..God be with this family who has to bury their 1 year old baby girl :'( God will take good care of her♡,Bae gone tough dayGod family bury 1 year old baby girl :( God good care her♡
19291,sadness, I'm sorry . We're still going . I got reservations for all of us on the 31st . It will be OK . Trust me . ,Im sorry  Were going  got reservations 31st  OK  Trust 
19294,sadness, Let me see ... I am sorry the tables you want are booked . ,Let  sorry tables want booked 
19305,sadness,If anyone in the world texted me right now it would lighten up my mood   ,world texted right lighten mood
19321,sadness,@56Slevin you got an xbox live trial at your place that I can use? Sledge cancelled his.  ,  got xbox live trial place use Sledge cancelled his
19322,sadness,"When a close friend, residing in the hostel, lost his father I really pittied him and the situation made me feel sad.",close friend residing hostel lost father pittied situation feel sad
19324,sadness,"Elizabeth Mowbray 's face was pale and tense , her sorrowful mien reflecting the newly sombre mood of the court . ",Elizabeth Mowbray s face pale tense  sorrowful mien reflecting newly sombre mood court 
19335,sadness,@kelss_lou @JHoe69 @McMobbin night bitches :) just leave me hanging here by myself oh well #getdevoured #nightynight,      night bitches :) leave hanging oh #getdevoured #nightynight
19350,sadness,Tired @ work. And forgot lunch :o #hungry,Tired @ work forgot lunch :o #hungry
19351,sadness,When our dog died.,dog died
19365,sadness,@Hillmonious sounds solid :p that's a good movie :D and u just broke my heart ,  sounds solid :p thats good movie :D u broke heart
19366,sadness,He ’ s got laid off again . I do feel sorry for him . ,’ got laid  feel sorry 
19368,sadness,"Noo, trying to watch harry potter part 2 and it shut off!! whyyyyy! ",Noo trying watch harry potter 2 shut off whyyyyy
19375,sadness,I'm a lil disappointed... I was waitin for her to rip her clothes off and sing TGIF or something ,Im lil disappointed waitin rip clothes sing TGIF
19380,sadness,I'm so in need of liquor in my home. My apt has never been this dry. ,Im need liquor home apt dry
19381,sadness,So tired of crying all the time  ,tired crying time
19394,sadness,He looked so downcast that even Angalo patted him on the shoulder . ,looked downcast Angalo patted shoulder 
19395,sadness,This awkward moment that you woke up happily then ended up annoyed and sad with a fight with him. ,awkward moment woke happily ended annoyed sad fight him
19400,sadness,One night my father suddenly suffered from a heart attack which lead to breathing difficulties.,night father suddenly suffered heart attack lead breathing difficulties
19405,sadness,My family just left me... They're never coming back.. #woof,family left me Theyre coming back #woof
19407,sadness,He felt increasingly irritated and despondent . ,felt increasingly irritated despondent 
19411,sadness,I experienced tears of real grief for the first time when my granny died . ,experienced tears real grief time granny died 
19413,sadness, No . Only a few pounds . But my passport was in the bag . That ’ what I ’ m really worry about . , pounds  passport bag  ’ ’ worry 
19423,sadness,&quot;@GiGi_LaFleur: RT @Mallibaybee: So what's the point of being a twitter model ?? Showing that ass for free-- for follows. Lol&quot;----,quot  RT   whats point twitter model  Showing ass free follows Lolquot
19424,sadness, I had a terrible quarrel with my neighbor yesterday . ,terrible quarrel neighbor yesterday 
19425,sadness, I'm sorry I've already gone through my paycheck for the week . ,Im sorry Ive gone paycheck week 
19427,sadness,I not fine.. I guess its time to be alone.. Away.. #unhappy,fine guess time alone Away #unhappy
19429,sadness,When my grandmother died; I had a stronger relation to her than to my mother.,grandmother died stronger relation mother
19433,sadness,El soundtrack de mi vida: Sangre Azul - No puedo estat sin ti. ,El soundtrack de mi vida: Sangre Azul  puedo estat sin ti
19447,sadness, I'm thinking of dropping out . ,Im thinking dropping 
19448,sadness,"Aside from the fact that Jill is quite capable of carrying her own books , her glumness could easily be due to being a young lesbian forced to suppress it and wishing Jack would take his stupid pick-up lines elsewhere . ",Aside fact Jill capable carrying books  glumness easily young lesbian forced suppress wishing Jack stupid pickup lines 
19459,sadness,"Relatives often carry enormous personal burdens , for example , the grief of losing a child 's expected bright future , or the tragic decline into senility of a loved companion . ",Relatives carry enormous personal burdens  example  grief losing child s expected bright future  tragic decline senility loved companion 
19465,sadness,My day wasn't that good...,day good
19466,sadness,"I had asked the teacher to write a recommendation letter for me, but I had not provided enough information and had run short of time.",asked teacher write recommendation letter me provided information run short time
19486,sadness,I dip my head out of not #shame. I care about my #friends and not who knows my #name. #thewrongside #fuckyou #scumoftheearth,dip head #shame care #friends knows #name #thewrongside #fuckyou #scumoftheearth
19487,sadness,Good morning my honey @antoniaskomolo missing you loads have a good day,Good morning honey   missing loads good day
19493,sadness," He took all my things , but he didn't hurt me . ",took things  hurt 
19496,sadness,Love that he can't even talk to me. Even though he's the one in the wrong. ,Love cant talk me hes wrong
19512,sadness,"lostening to paradise, so many memories of last weekend gotta be the weekend anthem!!  #veryhappytimes",lostening paradise memories weekend gotta weekend anthem #veryhappytimes
19513,sadness,I missed the last tram home and had to walk in the pouring rain.,missed tram home walk pouring rain
19514,sadness,"It was , however , obvious that there was some deep sadness within him . ",  obvious deep sadness 
19524,sadness,I have a feeling...could be the end of our group ,feelingcould end group
19528,sadness,I alwayz get the craving 2 text shtuff to @sarahagius &amp; then I realize the banter is no longer alive ,alwayz craving 2 text shtuff   amp realize banter longer alive
19530,sadness,"Shit! MY professor used The First World Series as the example topic for the paper I'm writing, so I can't use it. ",Shit professor World Series example topic paper Im writing cant use it
19539,sadness,"Life , you know , it 's miserable for them . ",Life  know  s miserable 
19545,sadness,@NepeanDunk The worst part is that's not the only time it's happened. ,  worst thats time happened
19560,sadness,When my elder sister died.,elder sister died
19566,sadness,When my father was imprisoned for burning the house of his younger brother.,father imprisoned burning house younger brother
19571,sadness,Haven't had my phone all day ,phone day
19574,sadness,After reading twitter posts I'm starting to sadly realize that hos can't be honest with their own ho activities. ,reading twitter posts Im starting sadly realize hos cant honest ho activities
19595,sadness,Lost my Beanie at school and bombed a Spanish quiz ,Lost Beanie school bombed Spanish quiz
19600,sadness,I don't know what I can do now . I'm down and out . ,know  Im 
19603,sadness,When I heard the news that my grandfather had died.,heard news grandfather died
19605,sadness,"@karenstivali I will try it. it's been a while since it happened, this is the first time i could tolerate touching the keyboard ",  try it happened time tolerate touching keyboard
19606,sadness,dude wants @fanzoid321 to drive to crafton for pot. now we're all even @fanzinator. josh is the one needing laid tho. help him guys,dude wants   drive crafton pot were   josh needing laid tho help guys
19607,sadness,"Antoine Carr.... man those were the days RT @NepeanTX: Now that Shaq is retired, no active NBA player has dunked on Antoine Carr. ",Antoine Carr man days RT   Shaq retired active NBA player dunked Antoine Carr
19612,sadness,"Which was a curious sensation , since in fact her eyes were downcast , apparently studying the vinyl squares of the floor . ",curious sensation  fact eyes downcast  apparently studying vinyl squares floor 
19614,sadness,The death of my guardian with whom I had stayed when I did my grade six.,death guardian stayed grade six
19617,sadness,today is just a sad day...r.i.p to 3 amazing people. jeeze ,today sad dayrip 3 amazing people jeeze
19619,sadness,My father died unexpectedly at the age of 53 years. He certainly would have liked to live longer. I was also said because I was confronted with the fact that I would die one day too.,father died unexpectedly age 53 years certainly liked live longer said confronted fact die day too
19622,sadness,So many families will face the heartbreak of burglary before Christmas . ,families face heartbreak burglary Christmas 
19626,sadness,The kitten that i just brought home last night is already lost. I don't understand. ,kitten brought home night lost understand
19647,sadness,No matter how hard I try kid cudi won't retweet me ,matter hard try kid cudi retweet
19656,sadness,"I was miserable with cold , but although I was prepared to admit that I was miserable , I was n't prepared to admit that my misery had any connection with cold . ",miserable cold  prepared admit miserable  nt prepared admit misery connection cold 
19658,sadness,Hanging out with peeps when they smoking...and just sitting there. #fuckdiversion,Hanging peeps smokingand sitting there #fuckdiversion
19663,sadness,I have a terrible toothache . ,terrible toothache 
19668,sadness, That's all right . ,Thats right 
19673,sadness,Your my parents. I shouldn't have to change to make you love me. You should love me as I am.  #whydoyoudothistome?,parents change love me love am #whydoyoudothistome
19676,sadness,I felt sad when my father was sick.,felt sad father sick
19690,sadness,@jess_bowser we should be watching @adelitasway right now at the brat stop sending you my love @kjwallen hope to see you guys soon!,  watching   right brat stop sending love   hope guys soon
19692,sadness,Celebrating Christmas with @Dino_Kate tomorrow and probably the last time I will see her this year... ,Celebrating Christmas   tomorrow probably time year
19702,sadness,"Segments in D major and B minor accord with episodes of the drama as this unfolds , but two isolated D minor movements underscore Dido 's anguish at being betrayed . ",Segments major B minor accord episodes drama unfolds  isolated minor movements underscore Dido s anguish betrayed 
19705,sadness,why does Thanksgiving Time feel 10x faster than SD Time?  ,Thanksgiving Time feel 10x faster SD Time
19708,sadness,Normally mih free tym wud be tlkn shit &amp; gooffin around wif dah one i love. buh l8ly it's been full of.. ,Normally mih free tym wud tlkn shit amp gooffin wif dah love buh l8ly of
19738,sadness," Oh , no . ",Oh  
19739,sadness,your ass makes a g-string stand for granny panties. :/,ass makes gstring stand granny panties :/
19746,sadness,Spent all class wanting a wrap and of course they're out of chicken salad  #whineytweet,Spent class wanting wrap course theyre chicken salad #whineytweet
19750,sadness,listening to paradise by @coldplay such amazing memories to this tune last weekends anthem!!  #amazingtimesandmemories,listening paradise   amazing memories tune weekends anthem #amazingtimesandmemories
19757,sadness,@YahooCare Lots of follow up for my account/mail issues and now nothing for over a week...?? I still can't access my acount. #angry,  Lots follow account/mail issues week cant access acount #angry
19761,sadness,"Since many parents were miserable at being separated from their offspring and it would be a struggle for some to pay money for their misery , they finally decided to have them home again . ",parents miserable separated offspring struggle pay money misery  finally decided home 
19762,sadness,When I realized that I could not communicate properly with my closest friend.,realized communicate properly closest friend
19763,sadness, decide for my own's sake.. i mean.. i have the freedom to choose you know...  ,decide owns sake mean freedom choose know
19767,sadness, I sure did . ,sure 
19774,sadness,The worst part of my day is when i find my ice cream bowl is empty. ,worst day find ice cream bowl empty
19786,sadness,Little Pigs Too in Peak has closed. ,Little Pigs Peak closed
19787,sadness,"Very likely he was simply lying on his bed in a state of dejection and , perhaps , of remorse for his massacre of "" the possessions "" which was now generally thought not to have been necessary . ",likely simply lying bed state dejection   remorse massacre  possessions  generally thought necessary 
19791,sadness,@JamBam88 this made me laugh cause i'll be in cabo &amp; doubt i'll be getting one !! ,  laugh cause ill cabo amp doubt ill getting 
19796,sadness,Falling out of cars in your new jeans and getting mud all over them right before going to a party is NOT cool. :( ,Falling cars new jeans getting mud right going party cool :(
19801,sadness,"The grief-stricken widow refused to leave her dead husband 's side , and even crawled into his bed in a vain attempt to infect herself with his disease . ",griefstricken widow refused leave dead husband s  crawled bed vain attempt infect disease 
19815,sadness,I 'm very depressed and have tried to commit suicide several times . ,m depressed tried commit suicide times 
19820,sadness,Haven't talked to my boyfriend all day.. ,talked boyfriend day
19822,sadness,A close friend of the family died.,close friend family died
19827,sadness,I am really sad that nobody wants to do it like I have done it for them . ,sad wants like 
19833,sadness,"` In fact , "" said Helen , ` I 'm not feeling particularly glum about all this . ", fact   said Helen   m feeling particularly glum 
19835,sadness,"I had to give up my love, because it did not work out well.",love work well
19838,sadness,"Oh noes, I posted the aqua twice on my instagram! Am I a bad person now? :( Then again, classics need more display!",Oh noes posted aqua twice instagram bad person now :( again classics need display
19840,sadness,mamma mia. mi servirebbe un bel gruzzoletto per poter vedere a new york il concerto dei mars.  ,mamma mia mi servirebbe un bel gruzzoletto poter vedere new york il concerto dei mars
19842,sadness," Yes , I can't sleep well every night . ",Yes  cant sleep night 
19843,sadness,He told of his sorrow at having to quit a job he passionately enjoyed . ,told sorrow quit job passionately enjoyed 
19846,sadness,"@alessio_88 si infatti è così, io invece voglio sempre crederci ogni volta ma tanto è inutile ",  si infatti è così io invece voglio sempre crederci ogni volta tanto è inutile
19853,sadness,Sad day. The food network is not working. ,Sad day food network working
19861,sadness, Oh . Hi Matt . I went snowboarding yesterday and my whole body aches . ,Oh  Hi Matt  went snowboarding yesterday body aches 
19863,sadness,Aww darn I don't tink there's any creamer left! ,Aww darn tink theres creamer left
19865,sadness,Yay! @NicolasEstrup won the FIFA12 press tournament! Congrats!  But let's not talk about how it went for me. ,Yay   FIFA12 press tournament Congrats lets talk went me
19869,sadness,That moment when you wake up and that person you want to beside you isn't there. #cold,moment wake person want there #cold
19872,sadness,Just got sick....ewww and I was kinda looking forward to basketball damn flu :(,got sickewww kinda looking forward basketball damn flu :(
19873,sadness,C'est le moment de l'annee ou mon tan est plus la et je ressemble a un personnage des simpsons  ,Cest le moment de lannee ou mon tan est plus la et je ressemble un personnage des simpsons
19879,sadness,"During my holiday I met again a friend who had tried to commit suicide. She had just left hospital, her lips were trembling, she looked miserable.",holiday met friend tried commit suicide left hospital lips trembling looked miserable
19884,sadness,"Last academic year I received bad news - my grand-uncle had passed away.  I felt lonely and bad because apart from the         biological ties, he was a good old friend of mine at home.",academic year received bad news  granduncle passed away felt lonely bad apart biological ties good old friend home
19894,sadness,Anne was sad at the death of the Misses Dolan but too much was happening for her to dwell on it . ,Anne sad death Misses Dolan happening dwell 
19908,sadness,nothing is worse than hearing everyone leaving for the football game while you are trying to write a paper #godeacs,worse hearing leaving football game trying write paper #godeacs
19915,sadness,"@KurtStadelman Excuse me, Kurt. How did I not know you had a twitter? And why haven't I seen you lately? ",  Excuse me Kurt know twitter seen lately
19918,sadness,"He was drawn to such slow , mournful music and he carried it with him everywhere . ",drawn slow  mournful music carried 
19922,sadness,@braindeadorc lol! That place got rid of their ball pit. ,  lol place got rid ball pit
19923,sadness,The moment when your girlfriend is too busy to text you cause she is playing video games  and :P,moment girlfriend busy text cause playing video games :P
19929,sadness,Yeah natalie makes me feel dirty inside... But yeah I'll get over it ,Yeah natalie makes feel dirty inside yeah Ill
19937,sadness,lool dem people that know your whole life story but these tyms you dont even kno thier name ,lool dem people know life story tyms dont kno thier
19939,sadness,"` Was it sad because its mummy was nasty to it ? "" he said . ", sad mummy nasty   said 
19943,sadness,Grrr. rain and possible snow scheduled for entirety of previously-scheduled outside shooting days. ,Grrr rain possible snow scheduled entirety previouslyscheduled outside shooting days
19946,sadness,"Upon recovering , he admitted he had been extremely depressed since the death of his wife from cancer a year earlier and now did not think he had anything to live for . ",recovering  admitted extremely depressed death wife cancer year earlier think live 
19949,sadness,The despair in their father 's voice had sent a sudden chill of apprehension through the brothers . ,despair father s voice sent sudden chill apprehension brothers 
19955,sadness,Twitter is freaking me out right now! Why won't you work ! I have so much to say  :(,Twitter freaking right now work  :(
19963,sadness,I don't know but i feel depressed. ,know feel depressed
19971,sadness,Arg have to wait till february for more Walking Dead ,Arg wait till february Walking Dead
19974,sadness," Yes , I took my temperature last night . It was 102 degrees . But right now I feel my fevers is up to 103 degrees . ",Yes  took temperature night  102 degrees  right feel fevers 103 degrees 
19977,sadness,"Finally some rest...after three weeks of daily working, trying to get in a Xmas spirit for my grandchildren whose mother is sick. ",Finally restafter weeks daily working trying Xmas spirit grandchildren mother sick
19979,sadness,Covers so warm on my body right now. Time to get up.,Covers warm body right now Time up
19980,sadness," I'm sorry , but our university computer center only sells Macintosh equipment . ",Im sorry  university computer center sells Macintosh equipment 
19982,sadness,@ToriiLizzz ... come back into my life; we never hang out anymore ,   come life hang anymore
19986,sadness,@KingJoker5388 ouch! -- I thought I was a debt free man (besides mortgage) before reading those stats. ,  ouch  thought debt free man (besides mortgage) reading stats
19988,sadness,"` Ma , "" he said in a tentative tone of voice , his face going slowly pink with the strain of trying to communicate with his despondent parent . ",   said tentative tone voice  face going slowly pink strain trying communicate despondent parent 
19994,sadness,"Loads of my friends are miserable over the way they look , and the media are basically saying , ` Yes , you 're right to be miserable . ",Loads friends miserable way look  media basically saying   Yes  re right miserable 
20000,sadness,Don't fight  with fire. Fight fire with  can be healed by #happiness. #Anger with #kindness. #SuddenInspiration,fight fire Fight fire healed #happiness #Anger #kindness #SuddenInspiration
20006,sadness, Jake just broke up with me . ,Jake broke 
20020,sadness, What a pity ! I missed it again . ,pity  missed 
20027,sadness,"At our Senior dinner - separated from school friends, nothing will ever be the same again.",Senior dinner  separated school friends again
20028,sadness, I can ’ t believe it . I guess I ’ ll be here until 10 again tonight . ,’ believe  guess ’ 10 tonight 
20029,sadness,"Thanksgiving soon, to bad I can't enjoy it ",Thanksgiving soon bad cant enjoy
